2025-10-26 17:43:43,720 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\weakproxy.pyx", line 35, in kivy.weakproxy.WeakProxy.__setattr__
2025-10-26 19:16:12,580 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget_set, widget_set, key, value, rule,
2025-10-26 19:16:12,580 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,580 | WARNING | logger.py:390 | [TO_DO]  stderr:         rctx['ids'])
2025-10-26 19:16:12,580 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^
2025-10-26 19:16:12,580 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 248, in create_handler
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:     raise BuilderException(rule.ctx, rule.line,
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:                            '{}: {}'.format(e.__class__.__name__, e),
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:                            cause=tb)
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr: kivy.lang.builder.BuilderException: Parser: File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 10:
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:       8:    LabelImg:
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:       9:        text: root.img
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr: >>   10:        font_size:sp(root.adaptive_font("Emoji", root.width))
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:      11:
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr: KeyError: 'Emoji'
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 245, in create_handler
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:     return eval(value, idmap), bound_list
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:            ~~~~^^^^^^^^^^^^^^
2025-10-26 19:16:12,581 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 10, in <module>
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr:     font_size:sp(root.adaptive_font("Emoji", root.width))
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr:     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\utils\basemixin.py", line 42, in adaptive_font
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr:     base = float(self.font_sizes[size_key])
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr:                  ~~~~~~~~~~~~~~~^^^^^^^^^^
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr: During handling of the above exception, another exception occurred:
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-10-26 19:16:12,582 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 53, in <module>
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     TO_DOApp().run()
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\app.py", line 956, in run
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     runTouchApp()
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~^^
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 574, in runTouchApp
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     EventLoop.mainloop()
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~^^
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 339, in mainloop
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.idle()
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~^^
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 379, in idle
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     Clock.tick()
2025-10-26 19:16:12,585 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~^^
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\clock.py", line 733, in tick
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.post_idle(ts, self.idle())
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\clock.py", line 776, in post_idle
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._process_events()
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~^^
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 620, in kivy._clock.CyClockBase._process_events
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 653, in kivy._clock.CyClockBase._process_events
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 649, in kivy._clock.CyClockBase._process_events
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 218, in kivy._clock.ClockEvent.tick
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\screens\splash.py", line 96, in <lambda>
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:     Clock.schedule_once(lambda *_: self.app.load_screens(),0.8 )
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:                                    ~~~~~~~~~~~~~~~~~~~~~^^
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 48, in load_screens
2025-10-26 19:16:12,586 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.root.add_widget(self.menu())
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:                          ~~~~~~~~~^^
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\boxlayout.py", line 145, in __init__
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(BoxLayout, self).__init__(**kwargs)
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\relativelayout.py", line 274, in __init__
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(RelativeLayout, self).__init__(**kw)
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\floatlayout.py", line 65, in __init__
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(FloatLayout, self).__init__(**kwargs)
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\layout.py", line 76, in __init__
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(Layout, self).__init__(**kwargs)
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 366, in __init__
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.apply_class_lang_rules(
2025-10-26 19:16:12,587 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         ignored_consts=self._kwargs_applied_init,
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 470, in apply_class_lang_rules
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:     Builder.apply(
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         self, ignored_consts=ignored_consts,
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 545, in apply
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._apply_rule(
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget, rule, rule, ignored_consts=ignored_consts,
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,588 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 665, in _apply_rule
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:     child.apply_class_lang_rules(
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:         root=rctx['ids']['root'], rule_children=rule_children)
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 470, in apply_class_lang_rules
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:     Builder.apply(
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:         self, ignored_consts=ignored_consts,
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 545, in apply
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._apply_rule(
2025-10-26 19:16:12,589 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~^
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget, rule, rule, ignored_consts=ignored_consts,
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 714, in _apply_rule
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:     raise BuilderException(rule.ctx, rule.line,
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:                            '{}: {}'.format(e.__class__.__name__,
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:                                            e), cause=tb)
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr: kivy.lang.builder.BuilderException: Parser: File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 10:
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:       8:    LabelImg:
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:       9:        text: root.img
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr: >>   10:        font_size:sp(root.adaptive_font("Emoji", root.width))
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr:      11:
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-10-26 19:16:12,590 | WARNING | logger.py:390 | [TO_DO]  stderr: BuilderException: Parser: File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 10:
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:       8:    LabelImg:
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:       9:        text: root.img
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr: >>   10:        font_size:sp(root.adaptive_font("Emoji", root.width))
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:      11:
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr: KeyError: 'Emoji'
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 245, in create_handler
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:     return eval(value, idmap), bound_list
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:            ~~~~^^^^^^^^^^^^^^
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 10, in <module>
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:     font_size:sp(root.adaptive_font("Emoji", root.width))
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\utils\basemixin.py", line 42, in adaptive_font
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:     base = float(self.font_sizes[size_key])
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr:                  ~~~~~~~~~~~~~~~^^^^^^^^^^
2025-10-26 19:16:12,591 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 699, in _apply_rule
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:     value, bound = create_handler(
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:                    ~~~~~~~~~~~~~~^
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget_set, widget_set, key, value, rule,
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:         rctx['ids'])
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 248, in create_handler
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:     raise BuilderException(rule.ctx, rule.line,
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:                            '{}: {}'.format(e.__class__.__name__, e),
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr:                            cause=tb)
2025-10-26 19:16:12,592 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-10-26 19:16:29,775 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-10-26 19:16:30,559 | WARNING | screenmanager.py:1080 | [TO_DO]  Multiple screens named "splash": [<Screen name='splash'>, <Screen name='splash'>]
2025-10-26 19:16:43,998 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-10-26 19:20:15,989 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-10-26 19:20:16,779 | WARNING | screenmanager.py:1080 | [TO_DO]  Multiple screens named "splash": [<Screen name='splash'>, <Screen name='splash'>]
2025-10-26 19:20:17,784 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-10-26 19:20:17,793 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 245, in create_handler
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr:     return eval(value, idmap), bound_list
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr:            ~~~~^^^^^^^^^^^^^^
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 9, in <module>
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr:     text: root.img_listPlan
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr:     ^^^^^^^^^
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\weakproxy.pyx", line 32, in kivy.weakproxy.WeakProxy.__getattr__
2025-10-26 19:20:17,794 | WARNING | logger.py:390 | [TO_DO]  stderr: AttributeError: 'Button_1' object has no attribute 'img_listPlan'
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr: During handling of the above exception, another exception occurred:
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 699, in _apply_rule
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr:     value, bound = create_handler(
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr:                    ~~~~~~~~~~~~~~^
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget_set, widget_set, key, value, rule,
2025-10-26 19:20:17,795 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
